player_name,team,bio_stat,positions,traits,liga_25_stats,season_performance
Andre Geraldes,Casa Pia AC,"181 cmHeight18Shirt33 yearsMay 2, 1991RightPreferred footPortugalCountry€350KMarket value",PositionPrimaryRight MidfielderOthersRight-backRBRM,Touches26%Shot attempts12%Goals0%Chances created7%Aerial duels won30%Defensive actions27%,0Goals0Assists2Started4Matches165Minutes played6.60Rating0Yellow cards0Red cards,Season performanceMinutes played: 165TotalPer 90ShootingRankGoals0Expected goals (xG)0.02Non-penalty xG0.02Shots1PassingAssists0Expected assists (xA)0.04Successful passes44Pass accuracy84.6%Accurate long balls1Long ball accuracy12.5%Chances created1Successful crosses1Cross accuracy33.3%PossessionTouches84Touches in opposition box1Dispossessed0DefendingDuels won2Duels won %25.0%Aerial duels won2Aerial duels won %66.7%Interceptions1Fouls committed4Recoveries8Possession won final 3rd1DisciplineYellow cards0Red cards0
Clayton,Rio Ave,"184 cmHeight9Shirt25 yearsJan 11, 1999RightPreferred footBrazilCountry€2.3MMarket value",PositionPrimaryStrikerST,Touches67%Shot attempts83%Goals39%Chances created21%Aerial duels won58%Defensive actions92%,2Goals0Assists4Started4Matches360Minutes played6.88Rating2Yellow cards0Red cards,Season performanceMinutes played: 360TotalPer 90ShootingRankGoals2Expected goals (xG)1.43xG on target (xGOT)2.08Penalty goals1Non-penalty xG0.64Shots8Shots on target5PassingAssists0Expected assists (xA)0.02Successful passes37Pass accuracy54.4%Accurate long balls1Long ball accuracy33.3%Chances created2PossessionSuccessful dribbles4Dribble success40.0%Touches129Touches in opposition box15Dispossessed6Fouls won9Penalties awarded1DefendingDuels won23Duels won %39.0%Aerial duels won9Aerial duels won %39.1%Fouls committed9Recoveries6Possession won final 3rd2Dribbled past1DisciplineYellow cards2Red cards0
Joao Mendes,Vitoria de Guimaraes,"183 cmHeight17Shirt29 yearsOct 21, 1994RightPreferred footPortugalCountry€520KMarket value",PositionPrimaryCentral MidfielderOthersLeft WingerCMLW,Touches67%Shot attempts88%Goals94%Chances created94%Aerial duels won23%Defensive actions53%,0Goals0Assists0Started2Matches29Minutes played6.35Rating0Yellow cards0Red cards,
Dario Essugo,Las Palmas,"178 cmHeight19 yearsMar 14, 2005RightPreferred footPortugalCountry€3.5MMarket value",PositionPrimaryCentral MidfielderOthersDefensive MidfielderDMCM,Touches35%Shot attempts1%Goals0%Chances created0%Aerial duels won74%Defensive actions93%,0Goals0Assists0Started2Matches16Minutes played6.34Rating0Yellow cards0Red cards,
Gaizka Larrazabal,Casa Pia AC,"180 cmHeight72Shirt26 yearsDec 17, 1997RightPreferred footSpainCountry€850KMarket value",PositionPrimaryRight MidfielderOthersRight-backRBRM,Touches58%Shot attempts44%Goals52%Chances created51%Aerial duels won33%Defensive actions73%,0Goals0Assists2Started3Matches197Minutes played6.34Rating1Yellow cards1Red cards,Season performanceMinutes played: 197TotalPer 90ShootingRankGoals0Expected goals (xG)0.18Non-penalty xG0.18Shots6PassingAssists0Expected assists (xA)0.61Successful passes43Pass accuracy74.1%Accurate long balls2Long ball accuracy33.3%Chances created5Successful crosses3Cross accuracy30.0%PossessionSuccessful dribbles3Dribble success42.9%Touches137Touches in opposition box9Dispossessed4Fouls won1DefendingTackles won4Tackles won %80.0%Duels won9Duels won %42.9%Interceptions2Blocked3Fouls committed3Recoveries9DisciplineYellow cards0Red cards1
Goncalo Miguel,Boavista,"181 cmHeight35Shirt21 yearsMay 6, 2003RightPreferred footPortugalCountry",PositionPrimaryRight-backRB,,0Goals0Assists0Started3Matches73Minutes played6.45Rating0Yellow cards0Red cards,
Leo Cordeiro,Estrela da Amadora,"174 cmHeight22Shirt28 yearsSep 27, 1995RightPreferred footBrazilCountry€650KMarket value",PositionPrimaryCentral MidfielderCM,Touches41%Shot attempts56%Goals51%Chances created38%Aerial duels won24%Defensive actions29%,0Goals0Assists2Started4Matches247Minutes played6.50Rating1Yellow cards0Red cards,Season performanceMinutes played: 247TotalPer 90ShootingRankGoals0Expected goals (xG)0.04Non-penalty xG0.04Shots2PassingAssists0Expected assists (xA)0.06Successful passes144Pass accuracy85.2%Accurate long balls4Long ball accuracy50.0%Chances created4PossessionSuccessful dribbles1Dribble success33.3%Touches204Touches in opposition box1Dispossessed2Fouls won4DefendingTackles won3Tackles won %75.0%Duels won11Duels won %42.3%Aerial duels won2Aerial duels won %33.3%Interceptions1Blocked1Fouls committed3Recoveries15Dribbled past4DisciplineYellow cards1Red cards0
Tiago Morais,Rio Ave,"168 cmHeight11Shirt21 yearsSep 3, 2003RightPreferred footPortugalCountry€3.5MMarket value",PositionPrimaryLeft WingerLW,Touches55%Shot attempts23%Goals66%Chances created62%Aerial duels won3%Defensive actions75%,0Goals0Assists3Started4Matches204Minutes played6.66Rating0Yellow cards0Red cards,Season performanceMinutes played: 204TotalPer 90ShootingRankGoals0Expected goals (xG)0.64xG on target (xGOT)0.29Non-penalty xG0.64Shots6Shots on target2PassingAssists0Expected assists (xA)0.30Successful passes40Pass accuracy76.9%Accurate long balls4Long ball accuracy100.0%Chances created3PossessionSuccessful dribbles2Dribble success20.0%Touches110Touches in opposition box7Dispossessed1Fouls won8DefendingTackles won2Tackles won %66.7%Duels won13Duels won %46.4%Interceptions2Fouls committed6Recoveries11Possession won final 3rd2Dribbled past2DisciplineYellow cards0Red cards0
Manuel Keliano,Estrela da Amadora,"185 cmHeight42Shirt21 yearsJan 6, 2003RightPreferred footAngolaCountry€250KMarket value",PositionPrimaryCentral MidfielderCM,Touches1%Shot attempts32%Goals0%Chances created21%Aerial duels won28%Defensive actions87%,0Goals0Assists3Started4Matches206Minutes played6.45Rating2Yellow cards0Red cards,Season performanceMinutes played: 206TotalPer 90ShootingRankGoals0Expected goals (xG)0.05Non-penalty xG0.05Shots3PassingAssists0Expected assists (xA)0.20Successful passes79Pass accuracy92.9%Accurate long balls5Long ball accuracy62.5%Chances created2PossessionTouches126Touches in opposition box2Dispossessed4Fouls won3DefendingTackles won5Tackles won %50.0%Duels won15Duels won %48.4%Aerial duels won2Aerial duels won %40.0%Interceptions5Blocked1Fouls committed7Recoveries11Possession won final 3rd1Dribbled past2DisciplineYellow cards2Red cards0
Ángel Di Maria,Benfica,"178 cmHeight11Shirt36 yearsFeb 14, 1988LeftPreferred footArgentinaCountry€3MMarket value","PositionPrimaryRight WingerOthersRight Midfielder, Left WingerRMRWLW",Touches99%Shot attempts98%Goals75%Chances created99%Aerial duels won1%Defensive actions3%,0Goals0Assists1Started3Matches114Minutes played6.49Rating0Yellow cards0Red cards,Season performanceMinutes played: 114TotalPer 90ShootingRankGoals0Expected goals (xG)0.66xG on target (xGOT)0.02Non-penalty xG0.66Shots8Shots on target1PassingAssists0Expected assists (xA)0.63Successful passes50Pass accuracy73.5%Accurate long balls5Long ball accuracy50.0%Chances created3Successful crosses5Cross accuracy35.7%PossessionTouches100Touches in opposition box6Dispossessed0Fouls won3DefendingDuels won3Duels won %50.0%Blocked3Recoveries3Possession won final 3rd1Dribbled past1DisciplineYellow cards0Red cards0
Matheus,Sporting CP,"183 cmHeight2Shirt29 yearsFeb 18, 1995LeftPreferred footBrazilCountry€8.2MMarket value","PositionPrimaryLeft MidfielderOthersCenter-back, Left Wing-BackCBLWBLM",Touches98%Shot attempts3%Goals0%Chances created35%Aerial duels won65%Defensive actions27%,0Goals0Assists0Started4Matches39Minutes played6.29Rating0Yellow cards0Red cards,
Caio Santana,Estrela da Amadora,"188 cmHeight38Shirt20 yearsMar 22, 2004LeftPreferred footBrazilCountry",PositionPrimarymidfielder,,0Goals0Assists0Started4Matches58Minutes played6.44Rating1Yellow cards0Red cards,
Henrique Pereira,Casa Pia AC,"181 cmHeight52Shirt22 yearsFeb 15, 2002RightPreferred footPortugalCountry",PositionPrimaryStrikerST,,1Goals0Assists1Started2Matches104Minutes played6.95Rating0Yellow cards0Red cards,Season performanceMinutes played: 104TotalPer 90ShootingRankGoals1Expected goals (xG)0.14xG on target (xGOT)0.86Non-penalty xG0.14Shots2Shots on target2PassingAssists0Expected assists (xA)0.08Successful passes10Pass accuracy76.9%Chances created1Successful crosses1Cross accuracy33.3%PossessionSuccessful dribbles2Dribble success40.0%Touches32Touches in opposition box6Dispossessed2Fouls won2DefendingDuels won4Duels won %30.8%Fouls committed4Recoveries3DisciplineYellow cards0Red cards0
Joao Barros,Boavista,"71Shirt18 yearsJan 10, 2006PortugalCountry",PositionPrimaryforward,,0Goals0Assists0Started2Matches17Minutes played6.28Rating0Yellow cards0Red cards,
Alberto Baio,Vitoria de Guimaraes,"186 cmHeight22Shirt20 yearsSep 29, 2003RightPreferred footPortugalCountry",PositionPrimaryRight-backRB,,0Goals0Assists0Started1Matches28Minutes played6.27Rating0Yellow cards0Red cards,
Telasco Segovia,Casa Pia AC,"172 cmHeight8Shirt21 yearsApr 2, 2003RightPreferred footVenezuelaCountry€800KMarket value",PositionPrimaryCentral MidfielderCM,Touches55%Shot attempts70%Goals0%Chances created30%Aerial duels won4%Defensive actions88%,0Goals0Assists3Started4Matches237Minutes played6.31Rating2Yellow cards0Red cards,Season performanceMinutes played: 237TotalPer 90ShootingRankGoals0Expected goals (xG)0.15Non-penalty xG0.15Shots3PassingAssists0Expected assists (xA)0.10Successful passes109Pass accuracy82.6%Accurate long balls5Long ball accuracy45.5%PossessionSuccessful dribbles2Dribble success40.0%Touches161Touches in opposition box4Dispossessed5Fouls won2DefendingTackles won4Tackles won %80.0%Duels won9Duels won %29.0%Interceptions2Blocked2Fouls committed6Recoveries21Possession won final 3rd4Dribbled past5DisciplineYellow cards2Red cards0
Talys Oliveira,Farense,"181 cmHeight12Shirt25 yearsFeb 10, 1999LeftPreferred footBrazilCountry€350KMarket value",PositionPrimaryLeft-backLB,Touches28%Shot attempts7%Goals0%Chances created84%Aerial duels won67%Defensive actions93%,0Goals0Assists3Started3Matches252Minutes played6.26Rating0Yellow cards0Red cards,Season performanceMinutes played: 252TotalPer 90ShootingRankGoals0Expected goals (xG)0.08xG on target (xGOT)0.13Non-penalty xG0.08Shots1PassingAssists0Expected assists (xA)0.48Successful passes70Pass accuracy75.3%Accurate long balls8Long ball accuracy38.1%Chances created6Successful crosses9Cross accuracy34.6%PossessionTouches185Dispossessed3DefendingTackles won2Tackles won %33.3%Duels won9Duels won %40.9%Aerial duels won3Aerial duels won %60.0%Interceptions3Fouls committed3Recoveries11Dribbled past3DisciplineYellow cards0Red cards0
Salvador Agra,Boavista,"166 cmHeight7Shirt32 yearsNov 11, 1991RightPreferred footPortugalCountry€530KMarket value","PositionPrimaryLeft WingerOthersRight-back, Left Midfielder, Right WingerRBLMRWLW",Touches9%Shot attempts92%Goals86%Chances created91%Aerial duels won4%Defensive actions1%,0Goals0Assists4Started4Matches359Minutes played6.40Rating0Yellow cards0Red cards,Season performanceMinutes played: 359TotalPer 90ShootingRankGoals0Expected goals (xG)0.37xG on target (xGOT)0.22Non-penalty xG0.37Shots7Shots on target1PassingAssists0Expected assists (xA)0.62Successful passes62Pass accuracy69.7%Accurate long balls1Long ball accuracy16.7%Chances created7Successful crosses6Cross accuracy21.4%PossessionSuccessful dribbles1Dribble success33.3%Touches166Touches in opposition box9Dispossessed10Fouls won7DefendingTackles won2Tackles won %100.0%Duels won13Duels won %41.9%Aerial duels won3Aerial duels won %50.0%Interceptions2Blocked3Fouls committed2Recoveries13Possession won final 3rd4Dribbled past1DisciplineYellow cards0Red cards0
Tiago Dias,Casa Pia AC,"173 cmHeight11Shirt26 yearsMay 4, 1998LeftPreferred footPortugalCountry€350KMarket value",PositionPrimaryRight MidfielderOthersLeft WingerRMLW,Touches24%Shot attempts55%Goals66%Chances created89%Aerial duels won1%Defensive actions6%,0Goals0Assists0Started2Matches23Minutes played6.24Rating0Yellow cards0Red cards,
Arvin Appiah,Nacional,"175 cmHeight70Shirt23 yearsJan 5, 2001RightPreferred footEnglandCountry€480KMarket value","PositionPrimaryRight WingerOthersDefensive Midfielder, Left WingerDMRWLW",Touches19%Shot attempts4%Goals0%Chances created3%Aerial duels won34%Defensive actions20%,0Goals0Assists3Started4Matches217Minutes played6.47Rating0Yellow cards0Red cards,Season performanceMinutes played: 217TotalPer 90ShootingRankGoals0Expected goals (xG)0.16xG on target (xGOT)0.12Non-penalty xG0.16Shots2Shots on target1PassingAssists0Expected assists (xA)0.10Successful passes29Pass accuracy74.4%Chances created2Successful crosses1Cross accuracy12.5%PossessionSuccessful dribbles3Dribble success37.5%Touches82Touches in opposition box8Dispossessed1Fouls won4DefendingTackles won1Tackles won %100.0%Duels won8Duels won %38.1%Interceptions1Blocked1Fouls committed7Recoveries9Possession won final 3rd1DisciplineYellow cards0Red cards0
Rodrigo Pinho,Estrela da Amadora,"185 cmHeight9Shirt33 yearsMay 30, 1991LeftPreferred footBrazilCountry€1.5MMarket value",PositionPrimaryStrikerST,Touches26%Shot attempts6%Goals11%Chances created75%Aerial duels won32%Defensive actions53%,0Goals0Assists3Started4Matches224Minutes played6.22Rating0Yellow cards0Red cards,Season performanceMinutes played: 224TotalPer 90ShootingRankGoals0Expected goals (xG)0.09xG on target (xGOT)0.08Non-penalty xG0.09Shots2Shots on target1PassingAssists0Expected assists (xA)0.02Successful passes19Pass accuracy57.6%Accurate long balls2Long ball accuracy100.0%Chances created1PossessionSuccessful dribbles2Dribble success50.0%Touches72Touches in opposition box4Dispossessed4Fouls won5DefendingTackles won2Tackles won %66.7%Duels won12Duels won %44.4%Aerial duels won2Aerial duels won %28.6%Interceptions2Blocked1Fouls committed2Recoveries6Possession won final 3rd1Dribbled past2DisciplineYellow cards0Red cards0
Simao Bertelli,AVS Futebol SAD,"187 cmHeight93Shirt31 yearsJul 2, 1993RightPreferred footBrazilCountry",PositionPrimaryKeeperGK,Long ball accuracy100%Clean sheet16%High claim70%Sweeper12%Goals conceded33%Save percentage100%,1Clean sheets7Goals conceded0/1Saved penalties6.13Rating4Matches360Minutes played0Yellow cards0Red cards,Season performanceTotalPer 90GoalkeepingRankSaves11Save percentage61.1%Goals conceded7Goals prevented0.61Clean sheets1Penalties faced1Penalty goals conceded1Penalty saves0Error led to goal1Acted as sweeper1High claim2DistributionPass accuracy76.6%Accurate long balls24Long ball accuracy48.0%DisciplineYellow cards0Red cards0
Claudio Falcao,Farense,"170 cmHeight29Shirt30 yearsJul 3, 1994RightPreferred footBrazilCountry€650KMarket value",PositionPrimaryDefensive MidfielderOthersCentral MidfielderDMCM,Touches18%Shot attempts57%Goals63%Chances created14%Aerial duels won87%Defensive actions100%,0Goals0Assists4Started4Matches360Minutes played6.36Rating2Yellow cards0Red cards,Season performanceMinutes played: 360TotalPer 90ShootingRankGoals0Expected goals (xG)0.25Non-penalty xG0.25Shots8PassingAssists0Expected assists (xA)0.07Successful passes112Pass accuracy82.4%Accurate long balls14Long ball accuracy73.7%Chances created4PossessionSuccessful dribbles2Dribble success50.0%Touches196Touches in opposition box6Dispossessed3Fouls won3DefendingTackles won5Tackles won %33.3%Duels won25Duels won %47.2%Aerial duels won5Aerial duels won %31.2%Interceptions2Blocked2Fouls committed11Recoveries25Dribbled past3DisciplineYellow cards2Red cards0
Patrick,Rio Ave,"186 cmHeight4Shirt27 yearsJun 3, 1997RightPreferred footBrazilCountry€710KMarket value",PositionPrimaryCenter-backCB,Touches66%Shot attempts98%Goals77%Chances created42%Aerial duels won11%Defensive actions62%,1Goals0Assists2Started3Matches158Minutes played6.23Rating1Yellow cards1Red cards,Season performanceMinutes played: 158TotalPer 90ShootingRankGoals1Expected goals (xG)0.87xG on target (xGOT)0.98Non-penalty xG0.87Shots1Shots on target1PassingAssists0Expected assists (xA)0.03Successful passes76Pass accuracy82.6%Accurate long balls4Long ball accuracy44.4%PossessionTouches114Touches in opposition box2Dispossessed1Fouls won1DefendingTackles won1Tackles won %100.0%Duels won2Duels won %20.0%Interceptions2Fouls committed3Recoveries10Dribbled past2DisciplineYellow cards0Red cards1
Tommie van de Looi,Famalicao,"186 cmHeight6Shirt25 yearsJul 2, 1999RightPreferred footNetherlandsCountry€850KMarket value",PositionPrimaryCentral MidfielderOthersDefensive MidfielderDMCM,Touches84%Shot attempts60%Goals0%Chances created38%Aerial duels won83%Defensive actions74%,0Goals0Assists0Started4Matches73Minutes played6.18Rating0Yellow cards0Red cards,
Babatunde Akinsola,AVS Futebol SAD,"175 cmHeight11Shirt21 yearsMar 10, 2003BothPreferred footSwedenCountry€250KMarket value",PositionPrimaryLeft Wing-BackLWB,Touches45%Shot attempts3%Goals0%Chances created58%Aerial duels won48%Defensive actions99%,0Goals0Assists0Started2Matches42Minutes played6.02Rating0Yellow cards0Red cards,
Duplexe Tchamba,Casa Pia AC,"191 cmHeight2Shirt26 yearsJul 10, 1998LeftPreferred footCameroonCountry€350KMarket value",PositionPrimaryCenter-backCB,Touches35%Shot attempts86%Goals72%Chances created33%Aerial duels won45%Defensive actions92%,0Goals0Assists2Started2Matches180Minutes played6.97Rating1Yellow cards0Red cards,Season performanceMinutes played: 180TotalPer 90ShootingRankGoals0Shots0PassingAssists0Expected assists (xA)0.01Successful passes57Pass accuracy65.5%Accurate long balls7Long ball accuracy31.8%PossessionTouches121Touches in opposition box3Dispossessed0Fouls won1DefendingTackles won2Tackles won %40.0%Duels won14Duels won %66.7%Aerial duels won9Aerial duels won %81.8%Interceptions7Fouls committed5Recoveries6DisciplineYellow cards1Red cards0
Gabriel,Paysandu,"25 yearsMar 16, 1999RightPreferred footBrazilCountry€50KMarket value",PositionPrimaryRight MidfielderRM,,0Goals0Assists0Started2Matches66Minutes played6.46Rating0Yellow cards0Red cards,
Pablo,Casa Pia AC,"183 cmHeight80Shirt24 yearsNov 14, 1999BrazilCountry€650KMarket value","PositionPrimaryCentral MidfielderOthersAttacking Midfielder, Right Winger, Left WingerCMAMRWLW",Touches40%Shot attempts87%Goals42%Chances created65%Aerial duels won20%Defensive actions28%,0Goals0Assists2Started4Matches173Minutes played6.22Rating0Yellow cards0Red cards,Season performanceMinutes played: 173TotalPer 90ShootingRankGoals0Expected goals (xG)0.19Non-penalty xG0.19Shots5PassingAssists0Expected assists (xA)0.24Successful passes38Pass accuracy74.5%Accurate long balls1Long ball accuracy50.0%Chances created2Successful crosses2Cross accuracy50.0%PossessionSuccessful dribbles3Dribble success33.3%Touches98Touches in opposition box4Dispossessed1Fouls won2DefendingTackles won2Tackles won %50.0%Duels won11Duels won %39.3%Aerial duels won2Aerial duels won %28.6%Fouls committed4Recoveries3Dribbled past1DisciplineYellow cards0Red cards0
Marco Matias,Farense,"177 cmHeight77Shirt35 yearsMay 10, 1989RightPreferred footPortugalCountry€900KMarket value",PositionPrimaryLeft WingerOthersLeft MidfielderLMLW,Touches10%Shot attempts24%Goals11%Chances created22%Aerial duels won37%Defensive actions66%,0Goals0Assists2Started4Matches156Minutes played6.16Rating0Yellow cards0Red cards,Season performanceMinutes played: 156TotalPer 90ShootingRankGoals0Expected goals (xG)0.02Non-penalty xG0.02Shots1PassingAssists0Expected assists (xA)0.05Successful passes25Pass accuracy67.6%Accurate long balls1Long ball accuracy12.5%Chances created1PossessionSuccessful dribbles1Dribble success50.0%Touches70Touches in opposition box3Dispossessed0Fouls won6DefendingDuels won10Duels won %71.4%Aerial duels won2Aerial duels won %50.0%Blocked1Fouls committed1Recoveries5Possession won final 3rd1DisciplineYellow cards0Red cards0
Ruben Macedo,Nacional,"170 cmHeight7Shirt28 yearsMar 9, 1996RightPreferred footPortugalCountry",PositionPrimaryLeft WingerLW,,0Goals0Assists2Started4Matches185Minutes played6.34Rating0Yellow cards0Red cards,Season performanceMinutes played: 185TotalPer 90ShootingRankGoals0Expected goals (xG)0.94Non-penalty xG0.94Shots4PassingAssists0Expected assists (xA)0.18Successful passes15Pass accuracy65.2%Accurate long balls1Long ball accuracy25.0%Chances created3Successful crosses4Cross accuracy57.1%PossessionSuccessful dribbles2Dribble success50.0%Touches54Touches in opposition box2Dispossessed3Fouls won3DefendingTackles won2Tackles won %100.0%Duels won7Duels won %36.8%Interceptions1Fouls committed2Recoveries14Possession won final 3rd3Dribbled past2DisciplineYellow cards0Red cards0
Adrián Butzke,Nacional,"193 cmHeight9Shirt25 yearsMar 30, 1999RightPreferred footSpainCountry€350KMarket value",PositionPrimaryStrikerST,Touches88%Shot attempts30%Goals0%Chances created49%Aerial duels won95%Defensive actions86%,0Goals1Assists3Started4Matches242Minutes played6.53Rating2Yellow cards0Red cards,Season performanceMinutes played: 242TotalPer 90ShootingRankGoals0Expected goals (xG)1.08xG on target (xGOT)0.35Non-penalty xG1.08Shots9Shots on target3PassingAssists1Expected assists (xA)0.13Successful passes35Pass accuracy67.3%Accurate long balls2Long ball accuracy50.0%Chances created2PossessionTouches90Touches in opposition box10Dispossessed3Fouls won1DefendingTackles won1Tackles won %50.0%Duels won17Duels won %50.0%Aerial duels won14Aerial duels won %73.7%Interceptions3Blocked2Fouls committed4Recoveries4Dribbled past2DisciplineYellow cards2Red cards0
Alfonso Trezza,Arouca,"166 cmHeight19Shirt25 yearsJun 22, 1999RightPreferred footUruguayCountry€850KMarket value","PositionPrimaryRight WingerOthersLeft Winger, StrikerRWLWST",Touches20%Shot attempts4%Goals0%Chances created43%Aerial duels won20%Defensive actions93%,0Goals0Assists1Started4Matches157Minutes played6.19Rating1Yellow cards0Red cards,Season performanceMinutes played: 157TotalPer 90ShootingRankGoals0Expected goals (xG)0.01xG on target (xGOT)0.03Non-penalty xG0.01Shots1Shots on target1PassingAssists0Expected assists (xA)0.07Successful passes13Pass accuracy61.9%Chances created1Successful crosses1Cross accuracy20.0%PossessionSuccessful dribbles1Dribble success25.0%Touches47Touches in opposition box2Dispossessed0Fouls won2DefendingTackles won2Tackles won %66.7%Duels won6Duels won %35.3%Interceptions1Fouls committed5Recoveries4Possession won final 3rd1Dribbled past2DisciplineYellow cards1Red cards0
Lucas Franca,Nacional,"194 cmHeight37Shirt28 yearsJan 19, 1996RightPreferred footBrazilCountry€100KMarket value",PositionPrimaryKeeperGK,,1Clean sheets8Goals conceded0/1Saved penalties6.51Rating4Matches360Minutes played0Yellow cards0Red cards,Season performanceTotalPer 90GoalkeepingRankSaves9Save percentage52.9%Goals conceded8Goals prevented-1.02Clean sheets1Penalties faced1Penalty goals conceded1Penalty saves0Error led to goal0Acted as sweeper1High claim6DistributionPass accuracy70.4%Accurate long balls23Long ball accuracy41.1%DisciplineYellow cards0Red cards0
Joao Carvalho,Estoril,"172 cmHeight12Shirt27 yearsMar 9, 1997RightPreferred footPortugalCountry€2.3MMarket value","PositionPrimaryDefensive MidfielderOthersCentral Midfielder, Attacking MidfielderDMCMAM",Touches88%Shot attempts93%Goals73%Chances created84%Aerial duels won42%Defensive actions22%,0Goals0Assists1Started2Matches92Minutes played6.34Rating2Yellow cards0Red cards,Season performanceMinutes played: 92TotalPer 90ShootingRankGoals0Expected goals (xG)0.07xG on target (xGOT)0.15Non-penalty xG0.07Shots3Shots on target1PassingAssists0Expected assists (xA)0.04Successful passes49Pass accuracy89.1%Accurate long balls3Long ball accuracy75.0%PossessionSuccessful dribbles1Dribble success25.0%Touches74Dispossessed1Fouls won2DefendingDuels won5Duels won %41.7%Aerial duels won2Aerial duels won %100.0%Blocked1Fouls committed2Recoveries3Dribbled past2DisciplineYellow cards2Red cards0
Weverson,Arouca,"185 cmHeight26Shirt24 yearsJul 5, 2000LeftPreferred footBrazilCountry€650KMarket value",PositionPrimaryLeft-backOthersRight-backRBLB,Touches47%Shot attempts30%Goals52%Chances created49%Aerial duels won49%Defensive actions41%,0Goals0Assists4Started4Matches277Minutes played6.44Rating1Yellow cards0Red cards,Season performanceMinutes played: 277TotalPer 90ShootingRankGoals0Expected goals (xG)0.03Non-penalty xG0.03Shots1PassingAssists0Expected assists (xA)0.25Successful passes55Pass accuracy77.5%Accurate long balls3Long ball accuracy33.3%Chances created3Successful crosses2Cross accuracy22.2%PossessionSuccessful dribbles2Dribble success66.7%Touches128Touches in opposition box4Dispossessed1Fouls won1DefendingPenalties conceded1Tackles won2Tackles won %100.0%Duels won6Duels won %35.3%Aerial duels won1Aerial duels won %25.0%Interceptions2Fouls committed5Recoveries6Dribbled past2DisciplineYellow cards1Red cards0
Sebastian Perez,Boavista,"175 cmHeight24Shirt31 yearsMar 29, 1993RightPreferred footColombiaCountry€1.6MMarket value",PositionPrimaryDefensive MidfielderOthersCentral MidfielderDMCM,Touches88%Shot attempts25%Goals0%Chances created10%Aerial duels won36%Defensive actions78%,0Goals0Assists1Started4Matches134Minutes played6.67Rating1Yellow cards0Red cards,Season performanceMinutes played: 134TotalPer 90ShootingRankGoals0Expected goals (xG)0.03Non-penalty xG0.03Shots1PassingAssists0Expected assists (xA)0.05Successful passes40Pass accuracy69.0%Accurate long balls2Long ball accuracy28.6%PossessionTouches83Dispossessed1Fouls won6DefendingTackles won4Tackles won %80.0%Duels won13Duels won %76.5%Aerial duels won2Aerial duels won %100.0%Interceptions4Fouls committed2Recoveries4Dribbled past1DisciplineYellow cards1Red cards0
Gianluca Prestianni,Benfica,"165 cmHeight25Shirt18 yearsJan 31, 2006ArgentinaCountry€9.5MMarket value",PositionPrimaryAttacking MidfielderAM,Touches49%Shot attempts59%Goals0%Chances created50%Aerial duels won72%Defensive actions6%,0Goals0Assists4Started4Matches246Minutes played6.12Rating1Yellow cards0Red cards,Season performanceMinutes played: 246TotalPer 90ShootingRankGoals0Expected goals (xG)0.53xG on target (xGOT)0.24Non-penalty xG0.53Shots12Shots on target1PassingAssists0Expected assists (xA)0.33Successful passes70Pass accuracy81.4%Chances created4PossessionSuccessful dribbles4Dribble success25.0%Touches167Touches in opposition box9Dispossessed12Fouls won2DefendingDuels won9Duels won %20.5%Aerial duels won2Aerial duels won %40.0%Blocked4Fouls committed5Recoveries9Possession won final 3rd3Dribbled past3DisciplineYellow cards1Red cards0
Andre Castro,FC Porto B,"179 cmHeight2Shirt36 yearsApr 2, 1988RightPreferred footPortugalCountry€250KMarket value",PositionPrimaryDefensive MidfielderDM,Touches82%Shot attempts80%Goals97%Chances created37%Aerial duels won95%Defensive actions93%,0Goals0Assists0Started1Matches16Minutes played6.18Rating0Yellow cards0Red cards,
Sandro Cruz,Gil Vicente,"181 cmHeight57Shirt23 yearsMay 12, 2001LeftPreferred footAngolaCountry€440KMarket value","PositionPrimaryLeft-backOthersCenter-back, Left Wing-Back, Left MidfielderCBLBLWBLM",Touches16%Shot attempts6%Goals61%Chances created24%Aerial duels won50%Defensive actions77%,0Goals0Assists3Started3Matches257Minutes played6.34Rating2Yellow cards1Red cards,Season performanceMinutes played: 257TotalPer 90ShootingRankGoals0Expected goals (xG)0.05xG on target (xGOT)0.09Non-penalty xG0.05Shots1Shots on target1PassingAssists0Expected assists (xA)0.01Successful passes86Pass accuracy85.1%Accurate long balls4Long ball accuracy57.1%Chances created1PossessionSuccessful dribbles4Dribble success80.0%Touches172Touches in opposition box3Dispossessed5Fouls won7DefendingTackles won2Tackles won %50.0%Duels won18Duels won %50.0%Aerial duels won3Aerial duels won %60.0%Interceptions3Fouls committed6Recoveries10Dribbled past4DisciplineYellow cards2Red cards1
Josué,Gil Vicente,"186 cmHeight23Shirt32 yearsJun 17, 1992RightPreferred footPortugalCountry€750KMarket value",PositionPrimaryCenter-backCB,Touches52%Shot attempts14%Goals0%Chances created77%Aerial duels won20%Defensive actions44%,0Goals0Assists0Started2Matches30Minutes played6.17Rating1Yellow cards0Red cards,
Gabrielzinho,Moreirense,"171 cmHeight77Shirt28 yearsMar 29, 1996RightPreferred footBrazilCountry€450KMarket value","PositionPrimaryLeft WingerOthersRight Midfielder, Right WingerRMRWLW",Touches18%Shot attempts13%Goals50%Chances created38%Aerial duels won73%Defensive actions24%,0Goals0Assists0Started4Matches137Minutes played6.09Rating0Yellow cards0Red cards,
